source sentence;simplified sentence;run_id;snt_id;No error;Random generation;Syntax error;Contradiction;Simple punctuation / grammar errors;Redundancy;Format misalignement;Prompt misalignement;Out-of-Scope Generation;Topic shift;Oversimplification of Logical Arguments;Overgeneralization;Loss of Informative Content;Factuality hallucination;Faithfulness hallucination;Commentaire
Along this path, we focus on the polarization of users around news outlets on Facebook in different European countries (Italy, France, Spain and Germany).;We focus on the polarization of users around news outlets on Facebook in different European countries.;Sharingans_task3.1_finetuned;G07.1_2803622358_5;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;False;"BC1.3 Loss of Informative Content : La liste des pays (""Italy, France, Spain and Germany"") est omise, réduisant les détails géographiques spécifiques."
First, we compare the page posting behavior and the users interacting patterns across countries and observe different posting, liking and commenting rates.;We compared the behavior of users and pages across countries and observed different posting, liking and commenting rates.;Sharingans_task3.1_finetuned;G07.1_2803622358_6;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;False;
Second, we explore the tendency of users to interact with different pages (i.e., selective exposure) and the emergence of polarized communities generated around specific pages.;We also explore how users interact with different pages and polarized communities are created on social media.;Sharingans_task3.1_finetuned;G07.1_2803622358_7;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;False;
Humanoid service robots performing complex object manipulation tasks need to plan whole-body motions that satisfy a variety of constraints: The robot must keep its balance, self-collisions and collisions with obstacles in the environment must be avoided and, if applicable, the trajectory of the end-effector must follow the constrained motion of a manipulated object in Cartesian space.;the humanoid service robots performing complex object manipulation tasks need to plan whole - body motions that satisfy a variety of constraints : the robot must keep its balance, self - collisions and collisions with obstacles in the environment must be avoided and, if applicable, the trajectory of the end - effector must follow the constrained motion of a manipulated object in cartesian space..;YOUR_TEAM_Task3.1_DistilBERT;G10.1_2010209632_1;FAUX;False;True;False;True;False;False;False;False;False;False;False;True;False;False;
These constraints and the high number of degrees of freedom make whole-body motion planning for humanoids a challenging problem.;the these constraints and the high number of degrees of freedom make whole - body motion planning for humanoids a challenging problem..;YOUR_TEAM_Task3.1_DistilBERT;G10.1_2010209632_2;FAUX;False;True;False;True;True;False;False;False;False;False;False;False;False;False;"A2. Syntax error : Double emploi de ""the"" en début de phrase.
A4. Simple punctuation/grammar errors : Usage incorrect des espaces autour des tirets (""whole - body"" devrait être ""whole-body"").
AB. Redundancy : Double point ("".."") en fin de phrase."
In this paper, we present an approach to whole-body motion planning with a focus on the manipulation of articulated objects such as doors and drawers.;. in this paper, we present an approach to whole - body motion planning with a focus on the manipulation of articulated objects such as doors and drawers..;YOUR_TEAM_Task3.1_DistilBERT;G10.1_2010209632_3;FAUX;False;True;False;True;True;False;False;False;False;False;False;False;False;False;"A2. Syntax error : Point initial inutile.
A4. Simple punctuation/grammar errors : Usage incorrect des espaces (""whole - body"" au lieu de ""whole-body"").
AB. Redundancy : Double point ("".."") en fin de phrase."
Our approach is based on rapidly-exploring random trees in combination with inverse kinematics and considers all required constraints during the search.;the the approach is based on rapidly - exploring random trees in combination with inverse kinematics and considers all required constraints during the search..;YOUR_TEAM_Task3.1_DistilBERT;G10.1_2010209632_4;FAUX;False;True;False;True;True;False;False;False;False;False;False;False;False;False;"A2. Syntax error : Double emploi de ""the"".
A4. Simple punctuation/grammar errors : Usage incorrect des espaces (""rapidly - exploring"" devrait être ""rapidly-exploring"").
AB. Redundancy : Double point ("".."") en fin de phrase."
Models of articulated objects hereby generate hand poses for sampled configurations along the trajectory of the object handle.;the models of articulated objects hereby generate hand poses for sampled configurations along the trajectory of the object handle..;YOUR_TEAM_Task3.1_DistilBERT;G10.1_2010209632_5;FAUX;False;True;False;False;True;False;False;False;False;False;False;False;False;False;"A2. Syntax error : Double emploi de ""the"".
AB. Redundancy : Double point ("".."") en fin de phrase."
We thoroughly evaluated our planning system and present experiments with a Nao humanoid opening a drawer, a door, and picking up an object.;. we thoroughly evaluated our planning system and present experiments with a nao humanoid opening a drawer, a door, and picking up an object..;YOUR_TEAM_Task3.1_DistilBERT;G10.1_2010209632_6;FAUX;False;True;False;True;True;False;False;False;False;False;False;False;False;False;"A2. Syntax error : Point initial inutile.
A4. Simple punctuation/grammar errors : Absence de majuscule sur ""we"".
AB. Redundancy : Double point ("".."") en fin de phrase."
The experiments demonstrate the ability of our framework to generate solutions to complex planning problems and furthermore show that these plans can be reliably executed even on a low-cost humanoid platform.;the the experiments demonstrate the ability of our framework to generate solutions to complex planning problems and also show that these plans can be reliably executed even on a low - cost humanoid platform..;YOUR_TEAM_Task3.1_DistilBERT;G10.1_2010209632_7;FAUX;False;True;False;True;True;False;False;False;False;False;False;False;False;False;"A2. Syntax error : Double emploi de ""the"".
A4. Simple punctuation/grammar errors : Usage incorrect des espaces (""low - cost"" devrait être ""low-cost"").
AB. Redundancy : Double point ("".."") en fin de phrase."
Tumors consist of a hierarchical population of cells that differ in their phenotype and genotype.;tries desire characterized characterized characterized characterized characterized characterized characterized confirms confirms parties parties;AB&DVP_Task3.1_SequentialLSTM;G04.1_2787365104_1;FAUX;True;False;False;False;False;False;False;False;False;False;False;False;False;False;A1. Random generation : La phrase simplifiée est une suite incohérente de mots sans rapport avec le sens de la phrase source.
This hierarchical organization of cells means that a few clones (i.e., cells and several generations of offspring) are abundant while most are rare, which is called clonal dominance.;chips chips chips characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized;AB&DVP_Task3.1_SequentialLSTM;G04.1_2787365104_2;FAUX;True;False;False;False;False;False;False;False;False;False;False;False;False;False;
Such dominance also occurred in published in vitro iterated growth and passage experiments with tumor cells in which genetic barcodes were used for lineage tracing.;in debate denial denial denial characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized confirms confirms parties;AB&DVP_Task3.1_SequentialLSTM;G04.1_2787365104_3;FAUX;True;False;False;False;False;False;False;False;False;False;False;False;False;False;
A potential source for such heterogeneity is that dominant clones derive from cancer stem cells with an unlimited self-renewal capacity.;tries desire characterized characterized characterized characterized characterized characterized characterized confirms parties parties parties;AB&DVP_Task3.1_SequentialLSTM;G04.1_2787365104_4;FAUX;True;False;False;False;False;False;False;False;False;False;False;False;False;False;
Furthermore, ongoing evolution and selection within the growing population may also induce clonal dominance.;tries desire desire confirms confirms confirms confirms parties parties;AB&DVP_Task3.1_SequentialLSTM;G04.1_2787365104_5;FAUX;True;False;False;False;False;False;False;False;False;False;False;False;False;False;
To understand how clonal dominance developed in the iterated growth and passage experiments, we built a computational model that accurately simulates these experiments.;chips desire characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized parties parties;AB&DVP_Task3.1_SequentialLSTM;G04.1_2787365104_6;FAUX;True;False;False;False;False;False;False;False;False;False;False;False;False;False;
The model simulations reproduced the clonal dominance that developed in in vitro iterated growth and passage experiments when the division rates vary between cells, due to a combination of initial variation and of ongoing mutational processes.;chips desire denial characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized solutions solutions;AB&DVP_Task3.1_SequentialLSTM;G04.1_2787365104_7;FAUX;True;False;False;False;False;False;False;False;False;False;False;False;False;False;
In contrast, the experimental results can neither be reproduced with a model that considers random growth and passage, nor with a model based on cancer stem cells.;chips desire desire characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized characterized solutions;AB&DVP_Task3.1_SequentialLSTM;G04.1_2787365104_8;FAUX;True;False;False;False;False;False;False;False;False;False;False;False;False;False;
Altogether, our model suggests that in vitro clonal dominance develops due to selection of fast-dividing clones.;tries desire desire confirms confirms confirms confirms parties parties;AB&DVP_Task3.1_SequentialLSTM;G04.1_2787365104_9;FAUX;True;False;False;False;False;False;False;False;False;False;False;False;False;False;
For decentralised P2P networks, it is very important to have a mechanism in place that allows the nodes to control resource usage and prevent flooding and denial-of-service attacks with spam.;Having a system in place for decentralized peer-to-peer networks to manage resource usage and prevent spam attacks is crucial.;Elsevier@SimpleText_Task3.1_run6;G08.1_2898599358_1;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;False;"Erreur : BC1.3 Loss of Informative Content
La simplification supprime des détails spécifiques comme ""flooding"" et ""denial-of-service attacks""."
In this paper, we discuss and compare the different approaches to fully decentralised resource control that are used by projects in the cryptocurrency space.;This paper explores and compares different methods for controlling resources in decentralized networks within the cryptocurrency industry.;Elsevier@SimpleText_Task3.1_run6;G08.1_2898599358_2;FAUX;False;False;False;False;False;False;False;False;False;True;False;False;False;False;"Erreur : BC1.1 Oversimplification of Logical Arguments
La simplification omet ""fully decentralized resource control"", ce qui réduit la clarté."
The introduced methods are then applied to design a decentralised exchange for Namecoin names (or more generally, crypto assets) as an example.;The methods introduced are then used to create a decentralized platform for trading Namecoin names (or other cryptocurrencies) as an illustration.;Elsevier@SimpleText_Task3.1_run6;G08.1_2898599358_3;FAUX;False;False;False;False;False;False;False;False;False;False;True;False;False;False;"Erreur : BC1.2 Overgeneralization
La phrase simplifiée transforme ""crypto assets"" en ""cryptocurrencies"""
Abstract Road accident analysis is not new.;Studying car accident analysis is not a new idea, as it's been done numerous times to provide an abstract summary of the underlying causes and key findings, aiming to improve road safety and prevent future incidents.;UZH_Pandas_Task3.1_5Y_target_with_intermediate_definitions;T19.3_2027512737_1;FAUX;False;False;False;False;True;False;False;False;False;False;False;False;False;False;"Erreur : AB. Redundancy
La simplification est inutilement verbeuse par rapport à l'original."
It has come to attention as traffic fatalities had an explosive increase in the 50u0027s and 60u0027s, especially in the industrialized world and during the intense period of economic growth.;Industrialized nations have experienced economic growth, marked by mass production and urbanization, which has led to an increase in the production of goods and services, measured by GDP, and driven by technological advancements, investment, and innovation.;UZH_Pandas_Task3.1_5Y_target_with_intermediate_definitions;T19.3_2027512737_2;FAUX;False;False;False;False;False;False;False;False;False;False;False;False;True;False;"Erreur : C1. Factuality Hallucination
La simplification invente des concepts comme ""GDP"" et ""mass production"" qui ne sont pas mentionnés dans le texte source."
This paper examines the potential use of the Geographic Information Systems (GIS) technology in facilitating road accident analysis in Hong Kong.;Experts are employing Geographic Information Systems (GIS), a computer-based tool that captures, stores, analyzes, and displays geographically referenced data to understand spatial relationships and patterns, to analyze and visualize road accidents in Hong Kong, identifying trends and hotspots.;UZH_Pandas_Task3.1_5Y_target_with_intermediate_definitions;T19.3_2027512737_3;FAUX;False;False;False;False;True;False;False;False;False;False;False;False;False;False;"Erreur : AB. Redundancy
La simplification est excessivement détaillée et ajoute des informations non pertinentes comme ""spatial relationships and patterns""."
Various point-pattern techniques are illustrated.;Point-pattern analysis is used to examine the spatial relationships between multiple locations or points of interest, often employed in geographic information systems (GIS) and spatial epidemiology, revealing some special ways to look at shapes.;UZH_Pandas_Task3.1_5Y_target_with_intermediate_definitions;T19.3_2027512737_4;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;False;"Erreur : BC1.3 Loss of Informative Content
La simplification complexifie une phrase simple en ajoutant des éléments non essentiels."
While GIS can extend the visualization and analytical capabilities, its implementation in Hong Kong would hinge upon more comprehensive planning in data acquisition and integration.;By integrating and analyzing geographically-referenced data, a GIS can help us visualize and understand complex spatial relationships, enabling us to see and understand things better.;UZH_Pandas_Task3.1_5Y_target_with_intermediate_definitions;T19.3_2027512737_5;FAUX;False;False;False;False;False;False;False;False;False;False;False;False;False;True;"Erreur : C2. Faithfulness Hallucination
La simplification omet des points critiques tels que ""implementation in Hong Kong"" et ""comprehensive planning""."
A master digital database on road systems of Hong Kong with a standardized structure and coherent naming conventions in both Chinese and English is fundamental to further GIS development in the area of road accident analysis.;A specialized Geographic Information System (GIS) stores and analyzes digital database information about Hong Kong's roads, utilizing standardized structure and coherent naming conventions, allowing us to better understand and learn from car accidents.;UZH_Pandas_Task3.1_5Y_target_with_intermediate_definitions;T19.3_2027512737_6;FAUX;False;False;False;False;False;False;False;False;False;True;False;False;False;False;La simplification omet des détails importants, comme la structure standardisée et la nécessité de lintégration bilingue pour le développement des systèmes de GIS
It incorporates a built-in microphone that activates whenever a field is selected.;"Here's the simplified sentence:

""This device has a built-in microphone that turns on automatically when you choose a field to record or monitor. A 'field' refers to an area where the device can capture audio or data, such as a forest or a city street. The microphone is like a tiny speaker that picks up sounds and sends them to the device for analysis or storage.""";UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_5;FAUX;False;False;False;False;False;False;False;False;False;False;False;False;False;True;"C2 - Faithfulness hallucination
La simplification déforme la signification de la phrase source et ajoute des informations qui nétaient pas dans le texte original    
BC1.1 - Oversimplification of Logical Arguments
La simplification simplifie trop le message en expliquant de manière excessive"
MiPad is the application prototype that demonstrates compelling user advantages for wireless personal digital assistant (PDA) devices, MiPad fully integrates continuous speech recognition (CSR) and spoken language understanding (SLU) to enable users to accomplish many common tasks using a multimodal interface and wireless technologies.;"MiPad is a special tool that helps us do things on our special helpers called personal digital assistants (PDAs). These PDAs are like tiny computers that we can carry around with us. MiPad makes it easy to use our PDAs by letting us talk to them instead of typing on the keyboard. This is called continuous speech recognition (CSR). CSR is like having a magic ear that can understand what we're saying!

When we talk to MiPad, it can understand what we mean, like ""Hey, what's the weather like today?"" or ""What's my schedule for tomorrow?"" This is called spoken language understanding (SLU). It's like having a special friend who knows what we're talking about!

MiPad lets us do lots of things, like checking our schedule, sending messages, and even controlling other devices, all using a special interface that combines talking and typing. It's like having a super-powerful helper that makes our lives easier!";UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_2;FAUX;False;False;False;False;False;False;False;False;False;True;False;False;False;True;"C2 - Faithfulness hallucination

La simplification ajoute des informations et des détails qui ne sont pas présents dans la phrase source ce qui déforme le message

BC1.1 - Oversimplification of Logical Arguments

La simplification simplifie de manière excessive, ce qui conduit à une perte d'informations essentielles sur la technologie utilisée par MiPad. De nombreuses parties importantes de loriginal sont omises, ce qui rend le message simplifié trop vague

"
The paper discusses MiPadu0027s design, implementation work in progress, and preliminary user study in comparison to the existing pen-based PDA interface.;"Here's a simplified sentence that explains the original text:

""Imagine someone made a special kind of notebook called MiPad. They're still working on it and want to see how people use it. They compared it to other special notebooks that people use with pens. They want to know if MiPad is better or worse than those others.""

Here's how I broke it down:

* ""MiPad"" is a special kind of notebook that someone is making.
* ""Design"" means making a plan for how something looks and works. It's like drawing a picture of what you want something to look like.
* ""Implementation"" means actually making the thing you designed. It's like building a Lego castle after you drew a picture of it.
* ""Work in progress"" means that the person is still making it and it's not finished yet. It's like building a Lego castle and still needing to add some more blocks.
* ""Preliminary user study"" means that they're asking people to try using MiPad to see what they think about it. It's like asking your friends if they like a new toy.
* ""Pen-based PDA interface"" is a big phrase that just means a special kind of notebook that you write with a pen. ""PDA"" stands for Personal Digital Assistant, which means it's a special kind of notebook that helps you remember things.";UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_10;FAUX;False;False;False;False;False;False;False;False;False;True;False;True;False;False;"BC1.3 - Loss of Informative Content

La simplification perd une grande partie des informations importantes sur le design, limplémentation et la phase détude préliminaire du projet MiPad

BC1.1 - Oversimplification of Logical Arguments

Cette simplification ne préserve pas la logique  des idées présentées dans loriginal. Elle simplifie trop, ce qui fausse la compréheion du propos en rendant l'explication trop floue"
Dr. Who is a Microsoft research project aiming at creating a speech-centric multimodal interaction framework, which serves as the foundation for the NET natural user interface.;"Dr. Who is a special project that helps computers understand what we're saying. It's like a magic voice box that lets us talk to computers and makes them understand us! The project is trying to make a special way for us to interact with computers, kind of like a conversation. This way, we can use computers without having to type on a keyboard or click a mouse. It's like having a conversation with a friend, but with the computer!

The project is called Dr. Who, but don't worry, it's not a doctor who saves the day - it's just a name for the project. And ""multimodal"" means it's not just about talking, but also about other ways we can communicate, like gestures or facial expressions. So, it's like a superhero for computers, helping them understand us in many ways!

The project is led by Microsoft, a big company that makes computers and software. And ""natural user interface"" means it's like having a conversation with a friend, where you don't need to use special buttons or commands - it's just like talking! So, Dr. Who is making it easier for us to talk to computers and make them understand what we're saying.";UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_1;FAUX;False;False;False;False;False;False;False;False;False;True;True;True;False;False;"BC1.3 - Loss of Informative Content : La simplification omet des détails importants du projet 
BC1.2 - Overgeneralization : Le texte simplifié donne une explication trop générale qui ne reflète pas complètement la complexité du projet
BC1.1 - Oversimplification of Logical Arguments : Certains arguments techniques sont simplifiés de manière excessive, ce qui ne rend pas compte des aspects multimodaux du projet"
It tries to solve the problem of pecking with tiny styluses or typing on minuscule keyboards in todayu0027s PDAs.;It's trying to solve the problem of typing on tiny keyboards in special computers called PDAs. You know how hard it can be to type on those tiny keyboards on your mom's phone or your tablet? It's trying to make it easier by creating special tiny pens called styluses that can help us write and draw on those little keyboards.;UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_3;FAUX;False;False;False;False;False;False;False;False;False;True;True;True;False;False;
Unlike a cellular phone, MiPad avoids speech-only interaction.;MiPad is a special kind of tablet that can do lots of things, not just talk like a phone. You know how sometimes you talk to someone on the phone, just using your voice? MiPad does things a little differently, so it's not just for talking.;UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_4;FAUX;False;False;False;False;False;False;False;False;False;True;True;True;False;False;"BC1.3 - Loss of Informative Content : Le texte simplifié perd des informations importantes concernant la distinction entre MiPad et un téléphone, en ne conservant pas lidée que MiPad ne se limite pas à linteraction vocale
BC1.2 - Overgeneralization : La simplification généralise trop en disant que MiPad ""fait des choses"", alors que la phrase source indique spécifiquement que MiPad évite linteraction seulement par la parole
BC1.1 - Oversimplification of Logical Arguments : Les arguments de la phrase sont trop simplifiés, en éliminant des détails essentiels sur la fonction de MiPad comparée aux téléphones portabkes"
As a user taps the screen or uses a built in roller to navigate, the tapping action narrows the number of possible instructions for spoken word understanding.;When you use a special machine called a computer, you can make it do things by tapping on its screen or using a special wheel to move around. When you tap or use the wheel, it helps the computer figure out what you want it to do, like understanding what you want to say. It's like when you're playing with blocks and you want to build a tower, but you need to put the right blocks together to make it happen! The computer is like building a special tower of blocks too, and it uses the tapping or wheel action to narrow down which blocks it needs to use to understand what you want to say.;UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_6;FAUX;False;False;False;False;False;False;False;False;False;True;True;True;False;False;
MiPad currently runs on a Windows CE Pocket PC with a Windows 2000 machine where speech recognition is performed.;MiPad has a special way to understand what we say. It's like a super smart toy that can listen to us! Inside MiPad, there's a tiny computer called Windows CE that helps it understand what we're saying. This computer is like a magic box that can talk to another computer called Windows 2000, which is like a super powerful brain that helps make sure MiPad understands us correctly. When we talk to MiPad, the Windows CE computer helps it figure out what we're saying, and then the Windows 2000 brain helps make sure MiPad gets it right!;UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_7;FAUX;False;False;False;False;False;False;False;False;False;True;True;True;False;False;
The Dr Who CSR engine uses a unified CFG and n-gram language model.;"The Dr Who CSR engine is like a super smart computer that helps us talk to other computers! It uses a special kind of recipe book called a ""CFG"" (which is short for ""Configuration File""). This recipe book helps the computer understand what we want it to say or do. It's like a dictionary that says ""when you hear 'hello', do this"" or ""when you hear 'goodbye', do that"".

The computer also uses something called an ""n-gram language model"". Don't worry, it's not as complicated as it sounds! An n-gram is like a special kind of Lego block that helps the computer understand how words fit together to make sentences. It's like building with blocks to create a tower of words that sounds like a sentence!";UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_8;FAUX;False;False;False;False;False;False;False;False;False;True;True;True;False;False;
The Dr Who SLU engine is based on a robust chart parser and a plan-based dialog manager.;"So, you know how sometimes we have conversations with people, like ""Hey, what's your favorite ice cream flavor?"" And they answer us back? Like ""Mint chocolate chip!""?

Well, the Dr Who SLU engine is a special tool that helps computers have conversations with people too! It's like a super smart robot that can understand what we're saying and respond back.

The ""chart parser"" part of the engine is like a special dictionary that helps the robot understand what words mean. It's like a big book that says ""oh, you said 'hello', that means 'hi'!""

The ""plan-based dialog manager"" part is like a special plan that the robot follows when it's having a conversation. It's like a recipe for making a conversation, where the robot says ""okay, I'll ask you this, and then you'll answer, and then I'll respond back!""

So, when we put it all together, the Dr Who SLU engine is like a super smart robot that can understand what we're saying and respond back in a way that makes sense!";UZH_Pandas_Task3.1_selection_with_lens_cot;G01.1_1522515958_9;FAUX;False;False;False;False;False;False;False;False;False;True;True;True;False;False;
While predictive models for credit card fraud detection are in active use in practice, reported studies on the use of data mining approaches for credit card fraud detection are relatively few, possibly due to the lack of available data for research.;predictive models are in active use in practice, predictive models are in active use in practice;UBO_RubyAiYoungTeam_Task3.2;T16.1_2045049630_2;FAUX;False;False;False;True;True;False;False;False;False;False;True;True;False;False;
This paper evaluates two advanced data mining approaches, support vector machines and random forests, together with the well-known logistic regression, as part of an attempt to better detect (and thus control and prosecute) credit card fraud.;two advanced data mining approaches, support vector machines and random forests, together with the well-;UBO_RubyAiYoungTeam_Task3.2;T16.1_2045049630_3;FAUX;False;True;False;True;False;False;False;False;False;False;True;True;False;False;
The study is based on real-life data of transactions from an international credit card operation.;is based on real-life data of transactions from an international credit card operation.;UBO_RubyAiYoungTeam_Task3.2;T16.1_2045049630_4;FAUX;False;False;False;False;False;False;False;False;False;False;True;True;False;False;
Security and privacy have turned out to be major challenges of the further Internet evolution in general and cloud computing, in particular.;Data security and privacy have turned out to be major challenges of the further Internet evolution in general and cloud computing, in particular.;UAms_Task3-1_Cochrane_BART_Snt;G14.2_227257839_1;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
This paper proposes a novel approach as to how to safeguard against previously unimpeded insider attacks, referred to as Sealed Cloud.;We searched the scientific literature for evidence on how to protect against previously unimpeded insider attacks, called Sealed Cloud.;UAms_Task3-1_Cochrane_BART_Snt;G14.2_227257839_2;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;True;
Another application of the Sealed Cloud, referred to as Sealed Freeze, provides a seminal solution to privacy issues pertaining to data retention.;Another application of the Sealed Cloud, called Sealed Freeze, provides a seminal solution to privacy issues pertaining to data retention.;UAms_Task3-1_Cochrane_BART_Snt;G14.2_227257839_5;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
Inspired by the Snowden revelations, we study the ways mobile applications enable mass surveillance by sending unique identifiers over unencrypted connections.;We investigate how mobile applications enable mass surveillance by sending unique identifiers over unencrypted connections, inspired by the Snowden revelations.;Elsevier@SimpleText_Task3.1_run7;G15.1_2615679613_3;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
Over the last decade, mobile devices and mobile applications have become pervasive in their usage.;Mobile devices and mobile applications have become widely used over the past ten years.;Elsevier@SimpleText_Task3.1_run7;G15.1_2615679613_1;FAUX;False;False;False;False;False;False;False;False;False;True;False;False;False;True;
Although many privacy risks associated with mobile applications have been investigated, prior work mainly focuses on the collection of user information by application developers and advertisers.;Previous studies on privacy risks in mobile apps have mostly looked at how developers and advertisers collect user information.;Elsevier@SimpleText_Task3.1_run7;G15.1_2615679613_2;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;False;j'hésite à ajouter C2
Applying passive network fingerprinting, we show how a passive network adversary can improve his ability to target mobile users traffic.;We demonstrate how a passive network adversary can better target mobile users' traffic using passive network fingerprinting.;Elsevier@SimpleText_Task3.1_run7;G15.1_2615679613_4;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
In context of digital marketing, the useru0027s data is the enterprise assets to personalize the content of websites and establish contact and communication with customers through internet channels.;In digital marketing, user data is used to personalize website content and communicate with customers through internet channels.;Elsevier@SimpleText_Task3.1_run4;G13.1_2571017774_4;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;"dans la source, il y a a priori un pb 'useru0027s"" mais la simplification l'a retiré. J'ai considéré du coup que ce n'était pas une erreur"
The web mining techniques seems to fit the best with the inbound marketing implementation.;Web mining techniques work well with implementing inbound marketing.;Elsevier@SimpleText_Task3.1_run4;G13.1_2571017774_8;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
After an introduction to inbound marketing and web mining methods, this paper presents the application of web mining methods and techniques to implement an inbound marketing strategy.;This paper explains how web mining methods can be used to improve inbound marketing strategies.;Elsevier@SimpleText_Task3.1_run4;G13.1_2571017774_9;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
It becomes important to explore this mine of knowledge and take advance on concurrent.;It is important to explore this valuable source of knowledge and take advantage of it.;Elsevier@SimpleText_Task3.1_run4;G13.1_2571017774_3;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;"j'ai du mal avec celle là car passer de ""il devient"" à ""il est"" .. est-ce une trahison du propos inital ?"
This generate huge amount of data.;This produces a large amount of data.;Elsevier@SimpleText_Task3.1_run4;G13.1_2571017774_2;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
On the other hand, Web mining is used to discover information through web data and construct knowledge about online customers.;Web mining is a way to find information from web data and learn about online customers.;Elsevier@SimpleText_Task3.1_run4;G13.1_2571017774_7;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
Due to the exponential growth of internet using, the habits of internet users have changed.;The way people use the internet has changed a lot because more and more people are using it.;Elsevier@SimpleText_Task3.1_run4;G13.1_2571017774_1;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
In this context inbound marking was recently born: to help marketers establishing customer-centric digital marketing strategy.;Recently, inbound marketing was created to assist marketers in developing customer-focused digital marketing strategies.;Elsevier@SimpleText_Task3.1_run4;G13.1_2571017774_6;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
The more the enterprise has data and knows about its non-real customers the more it has the advantage to take advance and be leader.;Having more data about non-real customers gives an enterprise an advantage to advance and become a leader.;Elsevier@SimpleText_Task3.1_run4;G13.1_2571017774_5;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
It takes advantage of physical information leakages to recover the cryptographic key.;It uses physical information leaks to retrieve the cryptographic key.;Elsevier@SimpleText_Task3.1_run10;T15.2_2012955216_2;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
Side-channel attack (SCA) is a very efficient cryptanalysis technology to attack cryptographic devices.;Side-channel attack (SCA) is a highly effective method used to break into cryptographic devices.;Elsevier@SimpleText_Task3.1_run10;T15.2_2012955216_1;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
The current best result of our attack is able to recover the first 128 bits key using only one power trace.;Our attack successfully retrieved the initial 128-bit key using just one power trace.;Elsevier@SimpleText_Task3.1_run10;T15.2_2012955216_5;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
In order to strengthen the power to extract the cryptographic key-relevant information, this article introduces the Support Vector Machine technologies.;To enhance the ability to extract important cryptographic key information, this article introduces Support Vector Machine technologies.;Elsevier@SimpleText_Task3.1_run10;T15.2_2012955216_3;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
Taking a software implementation of masked AES-256 on an Atmel ATMega-163 smart card, we applied an improved profiled side-channel attack to recover the cryptographic key.;We used a method to uncover the secret code on a smart card by analyzing its power usage.;Elsevier@SimpleText_Task3.1_run10;T15.2_2012955216_4;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;True;
Misinformation prevention has received much attention due to its important role to user community.;People need to be careful not to get bad information.;UZH_Pandas_Task3.1_selection_with_sle;G07.1_2992149285_1;FAUX;False;False;False;False;False;False;False;True;False;False;False;True;False;False;
However, recent studies ignore the influence of the topics of misinformation in the process of information dissemination.;Some people look at how information spreads, but they forget to think about when the information is wrong.;UZH_Pandas_Task3.1_selection_with_sle;G07.1_2992149285_2;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;True;
In fact, the spread of propagation of misinformation depends on their topics.;When people share fake news, it spreads more if it's about something people care about.;UZH_Pandas_Task3.1_selection_with_sle;G07.1_2992149285_3;FAUX;False;False;False;False;False;False;False;False;False;False;False;True;False;True;
